id,sku,primary_barcode,brand_name,generic_name,strength,form,form_custom,manufacturer,therapeutic_category,purchase_unit,base_unit,units_per_purchase,prescription_required,controlled_schedule,tax_code_value,reorder_level,reorder_quantity,reorder_unit,is_active,created_at,updated_at,deleted_at
274,AQUI5-AMP,,Aqua I.V Injection 5ml,Water For Injection,5ml,INJECTION_AMPOULE,,Novartana Phanaceuticals PVT Ltd,,BOX,INJECTION,100,f,NONE,EXEMPT,50,0,PURCHASE,t,2026-05-31 10:33:26.918279+00,2026-05-31 10:33:26.918279+00,
259,ARI220030-TAB,08002660021977,Arinac 200mg/30mg,Ibuprofen 200mg + Pseudoephedrine HCl 30mg,200mg/30mg,TABLET,,Abbott Laboratories (Pakistan) Ltd,,BOX,TABLET,100,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-31 09:57:37.621029+00,2026-05-31 09:57:37.621029+00,
260,ARI440060-TAB,08002660021946,Arinac 400mg/60mg,Ibuprofen 200mg + Pseudoephedrine HCl 30mg,400mg/60mg,TABLET,,Abbott Laboratories (Pakistan) Ltd,,BOX,TABLET,100,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-31 09:58:50.19379+00,2026-05-31 09:59:07.012447+00,
213,ARTP80480-TAB,08961101693497,Artecxin Plus,Artemether + Lumefantrine,80mg/480mg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,6,f,NONE,EXEMPT,18,0,PURCHASE,t,2026-05-31 08:34:17.430579+00,2026-05-31 08:34:17.430579+00,
367,ATEN-NEB,08025153004035,Atem Nebuliser Solution 0.50mg/2ml,Ipratropium bromide Eur.Ph,,NEBULIZER_SOLUTION,,Chiesi Pharmaceuticals (Pvt.) Ltd,,BOX,PACK,10,f,NONE,EXEMPT,5,0,PURCHASE,t,2026-06-01 16:37:21.91864+00,2026-06-01 16:37:21.91864+00,
233,AUGM625-TAB,08964001578604,Augmentin,Co-amoxiclav 625mg,625mg,TABLET,,GlaxoSmithKline Pakistan Limited,,BOX,TABLET,12,f,NONE,EXEMPT,24,0,PURCHASE,t,2026-05-31 09:31:30.27365+00,2026-05-31 09:31:43.426253+00,
377,AVII-AMP,,Avilon Injection 2ml,Pheniramine Maleate U.S.P,,INJECTION_AMPOULE,,Harmann Pharmaceutical Laboratories,,BOX,INJECTION,100,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-06-01 23:31:51.622052+00,2026-06-01 23:31:51.622052+00,
301,AVIU-INJ,,Avilon USP Injection,Pheniramine Maleate USP Injection,,INJECTION,,Harmann Pharmaceutical Laboratories,,BOX,INJECTION,100,f,NONE,EXEMPT,20,0,PURCHASE,f,2026-05-31 11:45:58.340897+00,2026-06-01 23:47:58.897709+00,2026-06-01 23:47:58.897709+00
275,AXE440-CAP,08961101690656,Axesom 40mg,Esomeprazole 40mg,40mg,CAPSULE,,Highnoon Laboratories Ltd,,BOX,CAPSULE,14,f,NONE,EXEMPT,14,0,PURCHASE,t,2026-05-31 10:35:59.177962+00,2026-05-31 10:35:59.177962+00,
152,AZIP2005-SUS,08964001642015,Azipos,Azithromycin,200mg/5ml,SUSPENSION,,Highnoon Laboratories Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-23 09:35:19.699735+00,2026-05-23 09:35:19.699735+00,
250,AZI5500-TAB,08964001641735,Azipos 500mg,Azithromycin 500mg,500mg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,6,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 09:47:47.860991+00,2026-05-31 09:47:47.860991+00,
154,AZIT-SUS,,Azit,Azithromycin,,SUSPENSION,,Raazee Therapeutics (Pvt.) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-23 09:38:36.441087+00,2026-05-23 09:38:36.441087+00,
242,AZIT500-TAB,08964001921158,Azitma,Azithromycin 500mg,500mg,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,6,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 09:40:37.232299+00,2026-05-31 09:40:37.232299+00,
199,AZOM2005-SUS,08961101541835,Azomax,Azithromycin,200mg/5ml,SUSPENSION,,OBS Pharma (Pvt.) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 07:54:16.074722+00,2026-05-31 07:54:16.074722+00,
244,AZO5500-TAB,08961101541828,Azomax 500,Azithromycin 500mg,500mg,TABLET,,OBS Pharma (Pvt.) Ltd,,BOX,TABLET,6,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 09:42:29.602738+00,2026-05-31 09:42:29.602738+00,
148,B1-INJ,,B-12,Cyanocobalamin,,INJECTION,,Ameer Pharma (Pvt.) Ltd,,BOX,INJECTION,25,f,NONE,EXEMPT,25,0,PURCHASE,t,2026-05-23 09:24:24.386841+00,2026-05-23 09:24:24.386841+00,
116,BVTM-TAB,,BVTON Multivitamin,Multivitamin + Zinc,,TABLET,,Paragon Laboratories,,BOX,TABLET,20,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-23 05:34:43.024786+00,2026-05-23 05:34:43.024786+00,
214,BACL10-TAB,08964001580010,Baclin,Baclofen 10mg,10mg,TABLET,,Genome Pharamaceuticals PVT Ltd,,BOX,TABLET,30,f,NONE,EXEMPT,60,0,PURCHASE,t,2026-05-31 08:38:24.920761+00,2026-05-31 08:38:24.920761+00,
335,BAC5-INJ,,Bactiphin  500mg Injection (IM),Ceftriaxone Sodium USP 500mg Injection (IM),,INJECTION,,Rasco Pharma,,BOX,INJECTION,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 12:59:00.780392+00,2026-05-31 12:59:00.780392+00,
334,BAC1-INJ,,Bactiphin 1g Injection (IV),Ceftriaxone Sodium USP 1g Injection (IV),,INJECTION,,Rasco Pharma,,BOX,INJECTION,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 12:58:09.695211+00,2026-05-31 12:58:09.695211+00,
87,BETN-EYE,,"Betabisol-N Drops for Eye, Ear and Nose",Betamethasone sodium Phosphate B.P. 0.1% w/v + Neomycin sulphate B.P. 0.5% w/v,,EYE_DROPS,,ISIS Pharmaceuticals & Chemical Works,,BOX,DROP,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 12:45:04.117212+00,2026-05-22 12:45:04.117212+00,
110,BETG-CRM,08964002558780,Betawis-G Cream 15g,Betamethasone Dipropionate + Gentamicin Sulphate,,CREAM,,Caraway Pharmaceuticals,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 14:28:50.841232+00,2026-05-22 14:28:50.841232+00,
188,BET005-TAB,08964001577423,Betnelan 0.5mg,Betamethasone 0.5mg,0.5mg,TABLET,,GlaxoSmithKline Pakistan Limited,,BOX,TABLET,500,f,NONE,EXEMPT,500,0,PURCHASE,t,2026-05-23 10:51:48.925631+00,2026-06-01 14:13:59.985068+00,
82,BIOL-LOT,,Bioscab Lotion,Permethrin BP,,LOTION,,Bio-Labs (Private) Limited,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 12:25:26.689273+00,2026-05-22 12:25:26.689273+00,
276,BIOZ30-CAP,00140306,Biozodex,Dexlansoprazole 30mg,30mg,CAPSULE,,Bio-Labs (Private) Limited,,BOX,CAPSULE,30,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-31 10:37:05.246827+00,2026-05-31 10:37:05.246827+00,
373,BIS9-SPR,08964001924845,Bisleri 90ml,Iron 111 Hydroxide & Polymaltose Complex,,SPRAY,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,1,0,PURCHASE,t,2026-06-01 20:41:10.911726+00,2026-06-01 20:41:10.911726+00,
115,BISC-TAB,08964001921219,Bisleri Chewable,Iron (III) Hydroxide Polymaltose Complex + Folic Acid,,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,30,f,NONE,EXEMPT,60,0,PURCHASE,t,2026-05-23 05:32:00.321022+00,2026-06-01 15:06:08.040009+00,
179,BRO3-TAB,,Brozam 3mg,Bromazepam 3mg,,TABLET,,Bio-Labs (Private) Limited,,BOX,TABLET,30,f,NONE,EXEMPT,60,0,PURCHASE,t,2026-05-23 10:36:34.481865+00,2026-06-01 18:53:06.049954+00,
205,BRUD-SYR,,Brufen Drops,Ibuprofen 100mg/5ml,,SYRUP,,Abbott Laboratories (Pakistan) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,0,0,PURCHASE,t,2026-05-31 08:10:35.214515+00,2026-05-31 08:10:35.214515+00,
111,BUSC-CRM,,Busid Cream 15g,Fusidic Acid,,CREAM,,Bio-Labs (Private) Limited,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 14:30:39.067956+00,2026-05-22 14:30:39.067956+00,
113,BUSB-CRM,,Busid-B Cream 15gm,Fusidic Acid + Betamethasone Valerate,,CREAM,,Bio-Labs (Private) Limited,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-23 05:27:26.081129+00,2026-05-23 05:27:26.081129+00,
350,BUTF-OTH,,Butter Fly,Butter Fly,,OTHER,,,,BOX,TEST_STRIP,1,f,NONE,EXEMPT,5,0,PURCHASE,t,2026-05-31 14:03:08.643171+00,2026-05-31 14:03:08.643171+00,
85,CHLE-EAR,08964002271627,CHLORAMPHENICOL Ear Drops,Chloramphenicol 1.0% w/v,,EAR_DROPS,,AMROS PHARMACEUTICALS,,BOX,DROP,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 12:34:43.158338+00,2026-05-22 12:34:43.158338+00,
46,CONL-LOT,,CONAZ Lotion 60ml,Ketoconazole Shampoo BP,,LOTION,,ATCO Laboratories Limited,,BOX,BOTTLE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 11:53:51.088157+00,2026-05-22 11:53:51.088157+00,
126,CAC1-TAB,08964004257254,CaC-1000 Plus Effervescent Tablets,Calcium Carbonate + Calcium Gluconate + Vitamin C + Vitamin D3 + Vitamin B6,,TABLET,,Haleon Pakistan Limited,,BOX,TABLET,10,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-23 06:02:04.773517+00,2026-05-23 06:02:04.773517+00,
357,CAL1-LOT,,Calamine 120ml,Lotion USP for Heatrash,,LOTION,,Jawa Pharmaceuticals Pvt. Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,0,0,PURCHASE,t,2026-06-01 13:45:27.956814+00,2026-06-01 13:45:27.956814+00,
197,CALA15625-SUS,08964001397250,Calamox,Co-amoxiclav (Amoxicillin + Clavulanic Acid),156.25mg/5ml,SUSPENSION,,Bosch Pharmaceuticals (Pvt.) Ltd.,,BOX,BOTTLE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-31 07:45:15.97475+00,2026-05-31 07:45:15.97475+00,
101,CAPA-GEL,,Capgel Analgesic Cream 25g,Capsicum + Wintergreen Oil,,GEL,,Paragon Laboratories,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 14:06:28.456178+00,2026-05-22 14:06:28.456178+00,
177,CAPO50-TAB,08964001589570,Capoten,Captopril,50mg,TABLET,,GlaxoSmithKline Pakistan Limited,,BOX,TABLET,20,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-23 10:30:27.692792+00,2026-05-23 10:30:27.692792+00,
198,CARI1005-SUS,08964001921301,Caricef,Cefixime Trihydrate,100mg/5ml,SUSPENSION,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 07:51:21.64569+00,2026-05-31 07:51:21.64569+00,
200,CEFD50-DRP,08964001399261,Cefalor Drops,Cefaclor,50mg/ml,DROPS,,Bosch Pharmaceuticals (Pvt.) Ltd.,,BOX,DROP,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 07:56:08.493861+00,2026-05-31 07:56:08.493861+00,
84,CIPS-EAR,08964001535676,Cipocain Sterile Ear Drops,Ciprofloxacin + Lignocaine,,EAR_DROPS,,Barrett Hodgson Pakistan (Pvt) Ltd,,BOX,DROP,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 12:32:05.970357+00,2026-06-01 13:50:59.988103+00,
1,CITR150-SYR,08964001705079,Citralka,Disodium Hydrogen Citrate,150ml,SYRUP,,Lucky Core Industries Limitied,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 09:55:45.247155+00,2026-05-22 09:55:45.247155+00,
135,CITL5-SCH,08002660022271,CitroSoda Lemon Flavoured,CitroSoda Effervescent Granules,5gm,SACHET,,Abbott Laboratories (Pakistan) Ltd,,BOX,SACHET,20,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-23 06:43:44.809257+00,2026-05-23 06:43:44.809257+00,
248,CIV5500-TAB,08964002141012,Civox 500mg,Ciprofloxacin 500mg,500mg,TABLET,,Briell Pharamaceuticals Pvt. Ltd.,,BOX,TABLET,10,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-31 09:46:06.050829+00,2026-05-31 09:46:06.050829+00,
136,CLEF-SUS,08025153004042,Clenil for Aerosol Nebulizer Suspension Vials,Beclomethasone Dipropionate (EP),,SUSPENSION,,Chiesi Pharmaceuticals (Pvt.) Ltd,,BOX,VIAL,10,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-23 06:49:34.499921+00,2026-05-23 06:49:34.499921+00,
102,CLOC-CRM,,Clobederm Cream 20g,Clobetasol Propionate,,CREAM,,ATCO Laboratories Limited,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 14:08:01.906428+00,2026-05-22 14:08:01.906428+00,
91,COLD-DRP,,Colic Drops,"Elettaria cardamomum, Cinnamomum cassia, Zingiber officinale, Hyoscyamus niger, Foeniculum vulgare",,DROPS,,Vedic Laboratories,,BOX,DROP,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 13:19:41.70444+00,2026-05-22 13:19:41.70444+00,
226,COM44006-TAB,08961101693886,Combivair 400,Budesonide + Formoterol Fumarate 400mcg/6mcg,400mcg/6mcg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,39,f,NONE,EXEMPT,80,0,PURCHASE,t,2026-05-31 08:51:38.307686+00,2026-05-31 08:51:38.307686+00,
363,CORZ-TAB,,Cor-Zee,Cal.1000mg+D3Vit.800IU+Vit.A1000IU+Vit.K(MK7),,TABLET,,Paragon Laboratories,,BOX,TABLET,20,f,NONE,EXEMPT,19,0,PURCHASE,t,2026-06-01 15:27:49.856875+00,2026-06-01 15:27:49.856875+00,
351,CRA2-OTH,,Cranula 22G,Cranula 22G,,OTHER,,,,BOX,Cranula 22G,1,f,NONE,EXEMPT,5,0,PURCHASE,t,2026-05-31 14:04:48.831309+00,2026-05-31 14:09:40.131899+00,
2,CREM120-SYR,,Cremaffin,Cream of Magnesia with liquid Paraffin,120ml,SYRUP,,Abbott Laboratories Pakistan,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 10:13:50.014624+00,2026-05-22 10:13:50.014624+00,
238,CYRO500-TAB,08961101692230,Cyrocin,Ciprofloxacin 500mg,500mg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,8,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-31 09:36:57.209419+00,2026-05-31 09:36:57.209419+00,
264,CYT110-TAB,08964001806097 202910 41264 CytotrexateTab.10mgMRPRs.571.00,Cytotrexate 10mg,Methotrexate 10mg,10mg,TABLET,,Lahore Chemical & Pharmaceutical Works (Pvt.) Ltd.,,BOX,TABLET,10,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-31 10:05:02.693493+00,2026-05-31 10:05:02.693493+00,
185,DAF5500-TAB,08964001720041,Daflon 500mg,Micronized Purified Flavonoid Fraction 500mg,500mg,TABLET,,Servier Research & Pharamaceuticals PVT Ltd,,BOX,TABLET,20,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-23 10:46:24.532852+00,2026-06-01 18:56:38.385722+00,
371,DAF5-TAB,08964001720041,Daflon 500mg,micronized Purified Flavonoid fraction,,TABLET,,Servier Research & Pharamaceuticals PVT Ltd,,BOX,TABLET,20,f,NONE,EXEMPT,10,0,PURCHASE,f,2026-06-01 18:52:06.531669+00,2026-06-01 18:55:40.05192+00,2026-06-01 18:55:40.05192+00
193,DANI40-INJ,08964002122110,Danacort Injection,Triamcinolone Acetonide 40mg/ml,40mg/m,INJECTION,,Danaas Pharamacuticals PVT Ltd,,BOX,INJECTION,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-23 11:15:10.784106+00,2026-06-01 18:37:14.305571+00,
228,DAND10-TAB,08961101772437,Danzen DS,Serratiopeptidase 10mg,10mg,TABLET,,Helix Pharma (Pvt.) Ltd,,BOX,TABLET,19,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-31 08:55:00.703617+00,2026-05-31 08:55:00.703617+00,
223,DAPL10-TAB,08961101691608,Daploz,Dapagliflozin 10mg,10mg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,14,f,NONE,EXEMPT,28,0,PURCHASE,t,2026-05-31 08:48:44.780167+00,2026-05-31 08:48:44.780167+00,
159,DAPL5-TAB,08961101691592,Daploz,Dapagliflozin 5mg,5mg,TABLET,,Highnoon Laboratories Ltd,,BOX,TABLET,14,f,NONE,EXEMPT,28,0,PURCHASE,t,2026-05-23 10:06:12.488303+00,2026-05-23 10:06:12.488303+00,
131,DAVS-SCH,,Davis's Cranberry Sachets,Cranberry Extract (Herbal),,SACHET,,Davis Pharmaceutical Lab,,BOX,SACHET,10,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-23 06:17:06.964799+00,2026-05-23 06:17:06.964799+00,
291,DEF110-TAB,08964002142125,Deflux 10mg,Domperidone 10mg,10mg,TABLET,,Briell Pharamaceuticals Pvt. Ltd.,,BOX,TABLET,50,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-31 10:56:31.20136+00,2026-05-31 10:56:31.20136+00,
45,DEFS1-SYR,08964002141371,Deflux Suspension 60ml,Domperidone,1mg/ml,SYRUP,,Briell Pharamaceuticals Pvt. Ltd.,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-22 11:46:55.798338+00,2026-05-22 11:47:14.423191+00,
176,DELT5-TAB,08964001705437,Deltacortril,Prednisolone 5mg (Enteric Coated),5mg,TABLET,,Lucky Core Industries Limited,,BOX,TABLET,100,f,NONE,EXEMPT,200,0,PURCHASE,t,2026-05-23 10:29:21.408505+00,2026-05-23 10:29:21.408505+00,
105,DERC-CRM,08964001590224,Dermovate Cream 20g,Clobetasol,,CREAM,,GlaxoSmithKline Pakistan Limited,,BOX,TUBE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-22 14:15:35.311684+00,2026-05-22 14:15:35.311684+00,
144,DEX4-AMP,,Dexicort 4mg,Dexamethasone Phosphate,,INJECTION_AMPOULE,,IQRA Pharmaceuticals,,BOX,INJECTION,25,f,NONE,EXEMPT,25,0,PURCHASE,t,2026-05-23 09:18:26.494355+00,2026-05-23 09:18:26.494355+00,
347,DEX1-IVF,,Dextrose 10% 1000ml,Dextrose 10% 1000ml,,IV_FLUID,,,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 13:49:10.547997+00,2026-05-31 13:49:10.547997+00,
344,DEX5Dextrose -IVF,,Dextrose 5% 1000ml,Dextrose 5% 1000ml,,IV_FLUID,,,,BOX,BOTTLE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-31 13:29:57.884697+00,2026-05-31 13:51:20.561412+00,
343,DEX5-IVF,,Dextrose 5% 500ml,Dextrose 5% 500ml,,IV_FLUID,,,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 13:27:44.633564+00,2026-05-31 13:47:07.901154+00,
269,DICD-CAP,,DicMark DR-50,Diclofenac Sodium 50mg,,CAPSULE,,Himaark Laboratories PVT Ltd,,BOX,CAPSULE,20,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-31 10:09:41.309311+00,2026-05-31 10:09:41.309311+00,
279,DIC550-TAB,,Dicloran 50mg,Diclofenac Sodium 50mg,50mg,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,30,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-31 10:43:04.635046+00,2026-05-31 10:43:04.635046+00,
366,DICG-GEL,08964001921417,Dicloran Gel Double Strength,Diclofen Diethyl Ammonium Salt,,GEL,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TUBE,1,f,NONE,EXEMPT,1,0,PURCHASE,t,2026-06-01 16:00:18.850351+00,2026-06-01 16:01:49.780131+00,
411,DICT-TAB,08964001921424,Dicloran Tablets 50mg,Diclofenace Sodium,,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,30,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-06-01 23:39:14.790922+00,2026-06-01 23:39:14.790922+00,
306,DOL7-AMP,,Dolnot 75mg Injection,Diclofenac Sodium 75mg Injection,,INJECTION_AMPOULE,,P.D.H Laboratories PVT Ltd,,BOX,INJECTION,100,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-31 11:56:02.078988+00,2026-05-31 11:56:02.078988+00,
151,DORC2100-IVF,,Dorcip,Ciprofloxacin (as lactate),2mg/ml - 100ml,INFUSION,,Trigon Pharmaceuticals Pvt Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-05-23 09:33:29.454647+00,2026-05-23 09:33:29.454647+00,
194,DUP666710-SYR,08002660021748,Duphalac 66.7g/100ml,Lactulose,66.7g/100ml,SYRUP,,Abbott Laboratories (Pakistan) Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 07:41:33.799957+00,2026-05-31 07:41:33.799957+00,
141,DUP110-TAB,08002660021762,Duphaston 10mg,Dydrogesterone,10mg,TABLET,,Abbott Laboratories (Pakistan) Ltd,,BOX,TABLET,20,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-23 09:03:35.392189+00,2026-05-23 09:03:35.392189+00,
240,ECA4400-TAB,08964001921486,Ecasil 400mg,Linezolid 400mg,400mg,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,12,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 09:38:43.553642+00,2026-05-31 09:38:43.553642+00,
239,ECA6600-TAB,08964001921493,Ecasil 600mg,Linezolid,600mg,TABLET,,SAMI Pharmaceuticals (Pvt.) Ltd,,BOX,TABLET,12,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 09:37:42.024861+00,2026-05-31 09:38:03.964708+00,
247,EFI4400-CAP,08961101691189,Efix 400mg,Cefixime 400mg,400mg,CAPSULE,,Highnoon Laboratories Ltd,,BOX,CAPSULE,5,f,NONE,EXEMPT,0,0,PURCHASE,t,2026-05-31 09:45:17.229009+00,2026-05-31 09:45:17.229009+00,
153,EFID2005-SUS,08961101691202,Efix DS,Cefixime,200mg/5ml,SUSPENSION,,Highnoon Laboratories Ltd,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-23 09:37:17.725906+00,2026-05-23 09:37:17.725906+00,
221,EGZO10-TAB,,Egzox,Loratadine 10mg,10mg,TABLET,,Himaark Laboratories PVT Ltd,,BOX,TABLET,10,f,NONE,EXEMPT,20,0,PURCHASE,t,2026-05-31 08:46:53.862581+00,2026-05-31 08:46:53.862581+00,
196,ENT225032-TAB,,Entamizole 250mg/320mg,Diloxanide Furoate + Metronidazole Benzoate,250mg/320mg,TABLET,,,,BOX,BOTTLE,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 07:43:44.82736+00,2026-05-31 07:43:44.82736+00,
324,ENT2-SOL,03582910034988,Enterogermina 2B 2 Billion/5ml,Bacillus Clausii Spores 2 Billion/5ml,,ORAL_SOLUTION,,Hoechst Pakistan,,BOX,BOTTLE,20,f,NONE,EXEMPT,10,0,PURCHASE,t,2026-05-31 12:42:46.366394+00,2026-05-31 12:42:46.366394+00,
257,ENTP630-TAB,,Entox-P,attapulgit 630mg,630mg,TABLET,,Lucky Core Industries Limitied,,BOX,TABLET,100,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-31 09:55:57.908967+00,2026-05-31 09:55:57.908967+00,
139,ENVE-TAB,08964004252075,Envepe,Doxylamine Succinate 10mg + Pyridoxine HCl 10mg,,TABLET,,RG Pharmaceutica (Pvt.) Ltd,,BOX,TABLET,30,f,NONE,EXEMPT,30,0,PURCHASE,t,2026-05-23 08:59:38.771442+00,2026-05-23 08:59:38.771442+00,
190,EPI5-TAB,08002660031693,Epival 500mg,Divalproex Sodium 500mg,,TABLET,,Abbott Laboratories Pakistan,,BOX,TABLET,100,f,NONE,EXEMPT,100,0,PURCHASE,t,2026-05-23 11:07:01.426158+00,2026-05-23 11:07:50.321447+00,
325,ESO4-VIA,,Esomezka 40mg IV Injection,Esomeprazole 40mg IV Injection (Lyophilized),,INJECTION_VIAL,,Bio-Labs (Private) Limited,,BOX,VIAL,1,f,NONE,EXEMPT,3,0,PURCHASE,t,2026-05-31 12:44:22.511425+00,2026-05-31 12:44:22.511425+00,
379,ETO3-AMP,08964001604617,Etorac 30mg Injection,Ketorolac Tromethamine USP,,INJECTION_AMPOULE,,Global Pharmaceuticals PVT Ltd,,BOX,INJECTION,10,f,NONE,EXEMPT,2,0,PURCHASE,t,2026-06-01 23:36:49.980978+00,2026-06-01 23:36:49.980978+00,
124,EVI4400-CAP,08964001518686,Evion 400mg Capsules,(Vitamin E),400mg,CAPSULE,,Martin Dow Marker Ltd,,BOX,TABLET,100,f,NONE,EXEMPT,100,0,PURCHASE,t,2026-05-23 05:54:04.232808+00,2026-05-23 05:54:04.232808+00,
125,EVI6-CAP,08964001518693,Evion 600mg Capsules,(Vitamin E),,CAPSULE,,Martin Dow Marker Ltd,,BOX,TABLET,100,f,NONE,EXEMPT,100,0,PURCHASE,t,2026-05-23 05:56:06.39824+00,2026-05-23 05:56:06.39824+00,
171,EXT1-TAB,08964001788461,Extor 10/160,Amlodipine + Valsartan 10mg/160mg,,TABLET,,The Searle Company Limited,,BOX,TABLET,14,f,NONE,EXEMPT,28,0,PURCHASE,t,2026-05-23 10:23:45.121751+00,2026-05-23 10:23:45.121751+00,
170,EXT5580-TAB,08964001788447,Extor 5/80,Amlodipine + Valsartan 5mg/80mg,5mg/80mg,TABLET,,The Searle Company Limited,,BOX,TABLET,14,f,NONE,EXEMPT,28,0,PURCHASE,t,2026-05-23 10:22:51.94541+00,2026-05-23 10:22:51.94541+00,
173,EZI5-TAB,08964001669340,Eziday 50mg,Losartan Potassium 50mg,,TABLET,,Werrick Pharmaceuticals,,BOX,TABLET,20,f,NONE,EXEMPT,40,0,PURCHASE,t,2026-05-23 10:25:43.763071+00,2026-05-23 10:25:43.763071+00,
303,FS-INJ,,F-SIX 10mg/ml Injection,Frusemide 10mg/ml Injection,,INJECTION,,Swiss Pharmaceuticals PVT Ltd,,BOX,INJECTION,50,f,NONE,EXEMPT,12,0,PURCHASE,t,2026-05-31 11:50:12.333748+00,2026-05-31 11:50:12.333748+00,
